주문일자,주문번호,매장코드,매장명,지역,채널,상품코드,카테고리,상품명,색상,사이즈,수량,정상가,할인율,판매단가,매출액,고객ID,성별,연령,회원등급,결제수단,주문상태
2025-07-06,O103518,S003,홍대점,서울,오프라인,SKU00073,하의,치노 팬츠,BEIGE,XS,1,79000,40,47000,47000,C10060,M,20,GOLD,카드,정상
2025-07-06,O103518,S003,홍대점,서울,오프라인,SKU00059,원피스,미니 원피스,BEIGE,M,2,129000,10,116000,232000,C10060,M,20,GOLD,카드,정상
2025-07-06,O103519,S002,명동점,서울,오프라인,SKU00036,상의,맨투맨,BROWN,XS,1,79000,40,47000,47000,C18197,M,20,일반,카드,정상
2025-07-06,O103520,S007,수원AK점,경기,오프라인,SKU00017,데님,데님 셔츠,KHAKI,XS,1,89000,0,89000,89000,C10573,F,30,GOLD,카드,정상
2025-07-06,O103520,S007,수원AK점,경기,오프라인,SKU00115,신발,스니커즈,NAVY,240,1,159000,0,159000,159000,C10573,F,30,GOLD,카드,정상
2025-07-06,O103521,S012,대구동성로점,대구,오프라인,SKU00127,신발,샌들,NAVY,255,1,129000,40,77000,77000,C41540,M,30,일반,현금,정상
2025-07-06,O103522,S013,광주충장로점,광주,오프라인,SKU00051,아우터,블레이저,GREY,S,1,259000,0,259000,259000,C47119,F,25,VIP,카드,정상
2025-07-06,O103522,S013,광주충장로점,광주,오프라인,SKU00143,액세서리,지갑,GREY,FREE,1,99000,0,99000,99000,C47119,F,25,VIP,카드,정상
2025-07-06,O103522,S013,광주충장로점,광주,오프라인,SKU00107,가방,미니백,DENIM_BLUE,FREE,1,149000,20,119000,119000,C47119,F,25,VIP,카드,정상
2025-07-06,O103523,S007,수원AK점,경기,오프라인,SKU00076,하의,조거 팬츠,IVORY,XS,1,89000,0,89000,89000,C83590,F,40,비회원,카드,정상
2025-07-06,O103523,S007,수원AK점,경기,오프라인,SKU00013,데님,데님 자켓,WHITE,L,1,159000,40,95000,95000,C83590,F,40,비회원,카드,정상
2025-07-06,O103524,S009,인천신세계점,인천,오프라인,SKU00031,상의,후드티,WHITE,L,1,89000,30,62000,62000,C15376,F,25,SILVER,현금,정상
2025-07-06,O103524,S009,인천신세계점,인천,오프라인,SKU00050,아우터,블레이저,DENIM_BLUE,S,1,259000,30,181000,181000,C15376,F,25,SILVER,현금,정상
2025-07-06,O103525,S103,29CM입점,온라인,온라인,SKU00137,액세서리,선글라스,IVORY,FREE,1,119000,40,71000,71000,C69491,F,30,일반,카드,정상
2025-07-06,O103526,S001,강남플래그십,서울,오프라인,SKU00136,액세서리,선글라스,RED,FREE,2,119000,10,107000,214000,C97182,F,30,SILVER,카드,정상
2025-07-06,O103526,S001,강남플래그십,서울,오프라인,SKU00134,액세서리,모자,RED,FREE,1,49000,0,49000,49000,C97182,F,30,SILVER,카드,정상
2025-07-06,O103526,S001,강남플래그십,서울,오프라인,SKU00007,데님,청바지 와이드,KHAKI,XL,1,99000,0,99000,99000,C97182,F,30,SILVER,카드,정상
2025-07-06,O103527,S008,고양스타필드,경기,오프라인,SKU00036,상의,맨투맨,BROWN,M,1,79000,0,79000,79000,C83021,F,40,비회원,카드,정상
2025-07-06,O103527,S008,고양스타필드,경기,오프라인,SKU00092,가방,크로스백,WHITE,FREE,1,189000,0,189000,189000,C83021,F,40,비회원,카드,정상
2025-07-06,O103527,S008,고양스타필드,경기,오프라인,SKU00018,데님,데님 셔츠,DENIM_BLUE,XL,1,89000,0,89000,89000,C83021,F,40,비회원,카드,정상
2025-07-06,O103528,S015,제주연동점,제주,오프라인,SKU00079,하의,조거 팬츠,WHITE,XS,1,89000,0,89000,89000,C78599,M,25,VIP,카드,정상
2025-07-06,O103528,S015,제주연동점,제주,오프라인,SKU00068,원피스,롱 원피스,BLACK,XL,1,159000,0,159000,159000,C78599,M,25,VIP,카드,정상
2025-07-06,O103529,S103,29CM입점,온라인,온라인,SKU00049,아우터,블레이저,WHITE,XL,1,259000,40,155000,155000,C19870,F,25,일반,카드,정상
2025-07-06,O103530,S017,파주아울렛,경기,아울렛,SKU00007,데님,청바지 와이드,KHAKI,L,2,99000,40,59000,118000,C90702,F,35,SILVER,카드,정상
2025-07-06,O103530,S017,파주아울렛,경기,아울렛,SKU00055,아우터,가디건,KHAKI,XL,1,139000,40,83000,83000,C90702,F,35,SILVER,카드,정상
2025-07-06,O103530,S017,파주아울렛,경기,아울렛,SKU00082,하의,미니 스커트,KHAKI,S,2,69000,40,41000,82000,C90702,F,35,SILVER,카드,정상
2025-07-06,O103531,S002,명동점,서울,오프라인,SKU00061,원피스,미니 원피스,IVORY,XL,1,129000,0,129000,129000,C49314,M,30,비회원,카드,정상
2025-07-06,O103531,S002,명동점,서울,오프라인,SKU00047,아우터,패딩,GREY,XS,1,459000,30,321000,321000,C49314,M,30,비회원,카드,정상
2025-07-06,O103531,S002,명동점,서울,오프라인,SKU00094,가방,크로스백,KHAKI,FREE,1,189000,0,189000,189000,C49314,M,30,비회원,카드,정상
2025-07-06,O103532,S018,김해아울렛,부산,아울렛,SKU00015,데님,데님 스커트,BLACK,M,1,79000,50,39000,39000,C74394,M,25,비회원,현금,정상
2025-07-06,O103532,S018,김해아울렛,부산,아울렛,SKU00141,액세서리,지갑,DENIM_BLUE,FREE,-2,99000,40,59000,-118000,C74394,M,25,비회원,현금,반품
2025-07-06,O103532,S018,김해아울렛,부산,아울렛,SKU00049,아우터,블레이저,WHITE,S,1,259000,50,129000,129000,C74394,M,25,비회원,현금,정상
2025-07-07,O103533,S011,부산센텀시티,부산,오프라인,SKU00147,액세서리,양말 세트,BROWN,FREE,1,19000,0,19000,19000,C17163,F,25,SILVER,카드,정상
2025-07-07,O103533,S011,부산센텀시티,부산,오프라인,SKU00071,원피스,니트 원피스,DENIM_BLUE,XS,1,119000,0,119000,119000,C17163,F,25,SILVER,카드,정상
2025-07-07,O103534,S005,여의도IFC점,서울,오프라인,SKU00088,하의,롱 스커트,WHITE,L,1,99000,0,99000,99000,C18856,F,50,비회원,카드,정상
2025-07-07,O103535,S004,잠실롯데점,서울,오프라인,SKU00110,가방,클러치,GREY,FREE,1,99000,30,69000,69000,C38128,M,20,일반,상품권,정상
2025-07-07,O103536,S007,수원AK점,경기,오프라인,SKU00110,가방,클러치,GREY,FREE,1,99000,20,79000,79000,C33682,F,25,비회원,간편결제,정상
2025-07-07,O103536,S007,수원AK점,경기,오프라인,SKU00045,아우터,트렌치코트,BLACK,XS,2,329000,10,296000,592000,C33682,F,25,비회원,간편결제,정상
2025-07-07,O103537,S006,분당현대점,경기,오프라인,SKU00095,가방,토트백,DENIM_BLUE,FREE,2,229000,0,229000,458000,C37250,F,25,GOLD,카드,정상
2025-07-07,O103538,S003,홍대점,서울,오프라인,SKU00146,액세서리,양말 세트,DENIM_BLUE,FREE,1,19000,0,19000,19000,C32426,M,45,GOLD,카드,정상
2025-07-07,O103538,S003,홍대점,서울,오프라인,SKU00077,하의,조거 팬츠,DENIM_BLUE,L,1,89000,0,89000,89000,C32426,M,45,GOLD,카드,정상
2025-07-07,O103539,S014,대전둔산점,대전,오프라인,SKU00107,가방,미니백,DENIM_BLUE,FREE,2,149000,40,89000,178000,C69225,M,45,일반,간편결제,정상
2025-07-07,O103539,S014,대전둔산점,대전,오프라인,SKU00140,액세서리,지갑,KHAKI,FREE,1,99000,0,99000,99000,C69225,M,45,일반,간편결제,정상
2025-07-07,O103539,S014,대전둔산점,대전,오프라인,SKU00112,가방,클러치,RED,FREE,1,99000,0,99000,99000,C69225,M,45,일반,간편결제,정상
2025-07-07,O103540,S011,부산센텀시티,부산,오프라인,SKU00094,가방,크로스백,KHAKI,FREE,2,189000,0,189000,378000,C73714,F,25,비회원,간편결제,정상
2025-07-07,O103540,S011,부산센텀시티,부산,오프라인,SKU00106,가방,미니백,GREY,FREE,2,149000,40,89000,178000,C73714,F,25,비회원,간편결제,정상
2025-07-07,O103541,S004,잠실롯데점,서울,오프라인,SKU00106,가방,미니백,GREY,FREE,1,149000,0,149000,149000,C94038,F,25,일반,간편결제,정상
2025-07-07,O103542,S006,분당현대점,경기,오프라인,SKU00140,액세서리,지갑,KHAKI,FREE,1,99000,40,59000,59000,C59532,M,30,GOLD,카드,정상
2025-07-07,O103543,S013,광주충장로점,광주,오프라인,SKU00009,데님,데님 자켓,DENIM_BLUE,M,1,159000,0,159000,159000,C10881,M,25,일반,간편결제,정상
2025-07-07,O103544,S011,부산센텀시티,부산,오프라인,SKU00086,하의,롱 스커트,KHAKI,S,1,99000,40,59000,59000,C92528,F,20,일반,카드,정상
2025-07-07,O103545,S008,고양스타필드,경기,오프라인,SKU00098,가방,토트백,BEIGE,FREE,3,229000,40,137000,411000,C32879,M,40,SILVER,현금,정상
2025-07-07,O103545,S008,고양스타필드,경기,오프라인,SKU00127,신발,샌들,NAVY,260,1,129000,30,90000,90000,C32879,M,40,SILVER,현금,정상
2025-07-07,O103546,S010,부산서면점,부산,오프라인,SKU00025,상의,로고 티셔츠,KHAKI,S,1,49000,0,49000,49000,C44544,M,40,일반,간편결제,정상
2025-07-07,O103547,S018,김해아울렛,부산,아울렛,SKU00129,액세서리,벨트,BLACK,FREE,2,79000,40,47000,94000,C81589,F,25,SILVER,간편결제,정상
2025-07-07,O103547,S018,김해아울렛,부산,아울렛,SKU00018,데님,데님 셔츠,DENIM_BLUE,L,1,89000,30,62000,62000,C81589,F,25,SILVER,간편결제,정상
2025-07-07,O103548,S103,29CM입점,온라인,온라인,SKU00021,데님,데님 셔츠,GREY,S,3,89000,20,71000,213000,C54531,F,25,비회원,간편결제,정상
2025-07-07,O103548,S103,29CM입점,온라인,온라인,SKU00017,데님,데님 셔츠,KHAKI,XL,1,89000,30,62000,62000,C54531,F,25,비회원,간편결제,정상
2025-07-07,O103549,S101,공식몰,온라인,온라인,SKU00054,아우터,가디건,RED,L,2,139000,20,111000,222000,C18292,F,20,VIP,카드,정상
2025-07-07,O103550,S004,잠실롯데점,서울,오프라인,SKU00100,가방,백팩,KHAKI,FREE,1,169000,0,169000,169000,C17051,F,35,SILVER,간편결제,정상
2025-07-07,O103550,S004,잠실롯데점,서울,오프라인,SKU00116,신발,스니커즈,KHAKI,250,1,159000,40,95000,95000,C17051,F,35,SILVER,간편결제,정상
2025-07-07,O103550,S004,잠실롯데점,서울,오프라인,SKU00126,신발,샌들,KHAKI,255,1,129000,0,129000,129000,C17051,F,35,SILVER,간편결제,정상
2025-07-07,O103551,S104,SSF샵입점,온라인,온라인,SKU00005,데님,청바지 슬림핏,DENIM_BLUE,M,1,89000,30,62000,62000,C56872,M,35,일반,카드,정상
2025-07-07,O103551,S104,SSF샵입점,온라인,온라인,SKU00076,하의,조거 팬츠,IVORY,XS,2,89000,0,89000,178000,C56872,M,35,일반,카드,정상
2025-07-07,O103551,S104,SSF샵입점,온라인,온라인,SKU00105,가방,미니백,KHAKI,FREE,1,149000,20,119000,119000,C56872,M,35,일반,카드,정상
2025-07-07,O103551,S104,SSF샵입점,온라인,온라인,SKU00120,신발,부츠,BROWN,270,1,259000,0,259000,259000,C56872,M,35,일반,카드,정상
2025-07-07,O103552,S012,대구동성로점,대구,오프라인,SKU00095,가방,토트백,DENIM_BLUE,FREE,1,229000,40,137000,137000,C53855,F,35,SILVER,상품권,정상
2025-07-07,O103553,S001,강남플래그십,서울,오프라인,SKU00024,상의,로고 티셔츠,DENIM_BLUE,L,1,49000,0,49000,49000,C68040,M,50,일반,간편결제,정상
2025-07-07,O103553,S001,강남플래그십,서울,오프라인,SKU00094,가방,크로스백,KHAKI,FREE,1,189000,0,189000,189000,C68040,M,50,일반,간편결제,정상
2025-07-07,O103553,S001,강남플래그십,서울,오프라인,SKU00068,원피스,롱 원피스,BLACK,XL,1,159000,40,95000,95000,C68040,M,50,일반,간편결제,정상
2025-07-07,O103553,S001,강남플래그십,서울,오프라인,SKU00093,가방,크로스백,NAVY,FREE,1,189000,0,189000,189000,C68040,M,50,일반,간편결제,정상
2025-07-08,O103554,S016,여주아울렛,경기,아울렛,SKU00107,가방,미니백,DENIM_BLUE,FREE,1,149000,50,74000,74000,C18072,M,30,일반,카드,정상
2025-07-08,O103555,S012,대구동성로점,대구,오프라인,SKU00135,액세서리,선글라스,NAVY,FREE,1,119000,10,107000,107000,C98187,F,35,VIP,카드,정상
2025-07-08,O103556,S001,강남플래그십,서울,오프라인,SKU00067,원피스,롱 원피스,DENIM_BLUE,M,3,159000,30,111000,333000,C39532,F,40,일반,카드,정상
2025-07-08,O103557,S101,공식몰,온라인,온라인,SKU00144,액세서리,양말 세트,BEIGE,FREE,1,19000,30,13000,13000,C71516,F,35,SILVER,카드,정상
2025-07-08,O103558,S007,수원AK점,경기,오프라인,SKU00063,원피스,미니 원피스,KHAKI,XL,1,129000,30,90000,90000,C56992,M,40,SILVER,카드,정상
2025-07-08,O103559,S001,강남플래그십,서울,오프라인,SKU00060,원피스,미니 원피스,NAVY,S,1,129000,20,103000,103000,C77615,F,35,일반,카드,정상
2025-07-08,O103560,S104,SSF샵입점,온라인,온라인,SKU00071,원피스,니트 원피스,DENIM_BLUE,XS,-1,119000,10,107000,-107000,C37323,F,20,SILVER,카드,반품
2025-07-08,O103560,S104,SSF샵입점,온라인,온라인,SKU00120,신발,부츠,BROWN,235,1,259000,20,207000,207000,C37323,F,20,SILVER,카드,정상
2025-07-08,O103560,S104,SSF샵입점,온라인,온라인,SKU00107,가방,미니백,DENIM_BLUE,FREE,1,149000,30,104000,104000,C37323,F,20,SILVER,카드,정상
2025-07-08,O103561,S102,무신사입점,온라인,온라인,SKU00013,데님,데님 자켓,WHITE,XL,2,159000,0,159000,318000,C77196,F,25,일반,카드,정상
2025-07-08,O103561,S102,무신사입점,온라인,온라인,SKU00079,하의,조거 팬츠,WHITE,M,1,89000,30,62000,62000,C77196,F,25,일반,카드,정상
2025-07-08,O103562,S008,고양스타필드,경기,오프라인,SKU00107,가방,미니백,DENIM_BLUE,FREE,2,149000,20,119000,238000,C24708,M,30,비회원,카드,정상
2025-07-08,O103562,S008,고양스타필드,경기,오프라인,SKU00029,상의,크롭 티,BLACK,XS,1,39000,0,39000,39000,C24708,M,30,비회원,카드,정상
2025-07-08,O103562,S008,고양스타필드,경기,오프라인,SKU00088,하의,롱 스커트,WHITE,XL,1,99000,0,99000,99000,C24708,M,30,비회원,카드,정상
2025-07-08,O103563,S103,29CM입점,온라인,온라인,SKU00012,데님,데님 자켓,IVORY,XS,1,159000,40,95000,95000,C48621,F,25,일반,상품권,정상
2025-07-08,O103564,S008,고양스타필드,경기,오프라인,SKU00066,원피스,롱 원피스,BROWN,XS,1,159000,0,159000,159000,C22540,F,30,SILVER,카드,정상
2025-07-08,O103564,S008,고양스타필드,경기,오프라인,SKU00122,신발,부츠,BLACK,240,1,259000,40,155000,155000,C22540,F,30,SILVER,카드,정상
2025-07-08,O103564,S008,고양스타필드,경기,오프라인,SKU00128,액세서리,벨트,BEIGE,FREE,1,79000,0,79000,79000,C22540,F,30,SILVER,카드,정상
2025-07-08,O103565,S017,파주아울렛,경기,아울렛,SKU00021,데님,데님 셔츠,GREY,M,2,89000,50,44000,88000,C63543,M,25,일반,카드,정상
2025-07-08,O103566,S016,여주아울렛,경기,아울렛,SKU00021,데님,데님 셔츠,GREY,XS,-1,89000,40,53000,-53000,C82487,F,50,VIP,카드,반품
2025-07-08,O103566,S016,여주아울렛,경기,아울렛,SKU00014,데님,데님 스커트,KHAKI,L,1,79000,50,39000,39000,C82487,F,50,VIP,카드,정상
2025-07-08,O103567,S004,잠실롯데점,서울,오프라인,SKU00073,하의,치노 팬츠,BEIGE,M,1,79000,0,79000,79000,C45104,F,30,VIP,간편결제,정상
2025-07-08,O103567,S004,잠실롯데점,서울,오프라인,SKU00148,액세서리,양말 세트,IVORY,FREE,1,19000,40,11000,11000,C45104,F,30,VIP,간편결제,정상
2025-07-08,O103568,S011,부산센텀시티,부산,오프라인,SKU00139,액세서리,선글라스,WHITE,FREE,2,119000,40,71000,142000,C23161,F,25,SILVER,간편결제,정상
2025-07-08,O103569,S001,강남플래그십,서울,오프라인,SKU00131,액세서리,벨트,GREY,FREE,2,79000,20,63000,126000,C83848,F,40,비회원,현금,정상
2025-07-08,O103569,S001,강남플래그십,서울,오프라인,SKU00070,원피스,니트 원피스,BROWN,XL,1,119000,20,95000,95000,C83848,F,40,비회원,현금,정상
2025-07-09,O103570,S010,부산서면점,부산,오프라인,SKU00033,상의,맨투맨,RED,XS,1,79000,0,79000,79000,C29231,F,25,SILVER,현금,정상
2025-07-09,O103571,S101,공식몰,온라인,온라인,SKU00073,하의,치노 팬츠,BEIGE,M,1,79000,10,71000,71000,C10248,F,40,GOLD,카드,정상
2025-07-09,O103572,S012,대구동성로점,대구,오프라인,SKU00082,하의,미니 스커트,KHAKI,S,1,69000,20,55000,55000,C77739,F,40,GOLD,카드,정상
2025-07-09,O103573,S018,김해아울렛,부산,아울렛,SKU00007,데님,청바지 와이드,KHAKI,M,1,99000,30,69000,69000,C61629,F,30,일반,카드,정상
2025-07-09,O103573,S018,김해아울렛,부산,아울렛,SKU00143,액세서리,지갑,GREY,FREE,1,99000,30,69000,69000,C61629,F,30,일반,카드,정상
2025-07-09,O103574,S102,무신사입점,온라인,온라인,SKU00067,원피스,롱 원피스,DENIM_BLUE,XL,1,159000,0,159000,159000,C67260,M,35,비회원,간편결제,정상
2025-07-09,O103575,S016,여주아울렛,경기,아울렛,SKU00039,상의,폴로셔츠,DENIM_BLUE,S,1,69000,30,48000,48000,C27367,M,35,GOLD,현금,정상
2025-07-09,O103575,S016,여주아울렛,경기,아울렛,SKU00001,데님,청바지 슬림핏,WHITE,S,2,89000,50,44000,88000,C27367,M,35,GOLD,현금,정상
2025-07-09,O103575,S016,여주아울렛,경기,아울렛,SKU00026,상의,크롭 티,NAVY,S,1,39000,30,27000,27000,C27367,M,35,GOLD,현금,정상
2025-07-09,O103576,S015,제주연동점,제주,오프라인,SKU00089,하의,반바지,KHAKI,S,1,49000,0,49000,49000,C15710,M,25,일반,상품권,정상
2025-07-09,O103576,S015,제주연동점,제주,오프라인,SKU00014,데님,데님 스커트,KHAKI,L,1,79000,0,79000,79000,C15710,M,25,일반,상품권,정상
2025-07-09,O103576,S015,제주연동점,제주,오프라인,SKU00143,액세서리,지갑,GREY,FREE,1,99000,20,79000,79000,C15710,M,25,일반,상품권,정상
2025-07-09,O103577,S015,제주연동점,제주,오프라인,SKU00136,액세서리,선글라스,RED,FREE,1,119000,30,83000,83000,C58866,F,20,일반,간편결제,정상
2025-07-09,O103578,S012,대구동성로점,대구,오프라인,SKU00023,상의,로고 티셔츠,NAVY,XL,1,49000,40,29000,29000,C81574,F,50,SILVER,카드,정상
2025-07-09,O103578,S012,대구동성로점,대구,오프라인,SKU00095,가방,토트백,DENIM_BLUE,FREE,2,229000,30,160000,320000,C81574,F,50,SILVER,카드,정상
2025-07-09,O103579,S017,파주아울렛,경기,아울렛,SKU00136,액세서리,선글라스,RED,FREE,1,119000,30,83000,83000,C76505,M,35,비회원,카드,정상
2025-07-09,O103580,S102,무신사입점,온라인,온라인,SKU00074,하의,치노 팬츠,BROWN,S,1,79000,0,79000,79000,C33769,M,25,비회원,카드,정상
2025-07-09,O103580,S102,무신사입점,온라인,온라인,SKU00049,아우터,블레이저,WHITE,S,1,259000,20,207000,207000,C33769,M,25,비회원,카드,정상
2025-07-09,O103581,S011,부산센텀시티,부산,오프라인,SKU00114,신발,스니커즈,GREY,240,1,159000,0,159000,159000,C50461,F,25,비회원,카드,정상
2025-07-09,O103582,S101,공식몰,온라인,온라인,SKU00009,데님,데님 자켓,DENIM_BLUE,XS,1,159000,0,159000,159000,C38273,F,25,SILVER,카드,정상
2025-07-09,O103582,S101,공식몰,온라인,온라인,SKU00118,신발,로퍼,KHAKI,245,1,189000,0,189000,189000,C38273,F,25,SILVER,카드,정상
2025-07-09,O103583,S010,부산서면점,부산,오프라인,SKU00079,하의,조거 팬츠,WHITE,M,1,89000,0,89000,89000,C10498,M,35,비회원,카드,정상
2025-07-09,O103583,S010,부산서면점,부산,오프라인,SKU00008,데님,청바지 와이드,RED,L,1,99000,0,99000,99000,C10498,M,35,비회원,카드,정상
2025-07-09,O103584,S006,분당현대점,경기,오프라인,SKU00013,데님,데님 자켓,WHITE,S,1,159000,0,159000,159000,C91189,M,45,VIP,카드,정상
2025-07-09,O103585,S017,파주아울렛,경기,아울렛,SKU00075,하의,치노 팬츠,RED,XL,1,79000,30,55000,55000,C96382,F,30,일반,현금,정상
2025-07-09,O103585,S017,파주아울렛,경기,아울렛,SKU00147,액세서리,양말 세트,BROWN,FREE,1,19000,60,7000,7000,C96382,F,30,일반,현금,정상
2025-07-09,O103585,S017,파주아울렛,경기,아울렛,SKU00037,상의,폴로셔츠,KHAKI,XL,1,69000,30,48000,48000,C96382,F,30,일반,현금,정상
2025-07-09,O103586,S101,공식몰,온라인,온라인,SKU00092,가방,크로스백,WHITE,FREE,2,189000,0,189000,378000,C76418,M,25,VIP,간편결제,정상
2025-07-09,O103587,S018,김해아울렛,부산,아울렛,SKU00120,신발,부츠,BROWN,265,1,259000,30,181000,181000,C58815,F,25,일반,카드,정상
2025-07-09,O103588,S005,여의도IFC점,서울,오프라인,SKU00024,상의,로고 티셔츠,DENIM_BLUE,XS,3,49000,0,49000,147000,C60982,F,25,비회원,간편결제,정상
2025-07-10,O103589,S018,김해아울렛,부산,아울렛,SKU00141,액세서리,지갑,DENIM_BLUE,FREE,1,99000,60,39000,39000,C50927,F,30,비회원,카드,정상
2025-07-10,O103590,S103,29CM입점,온라인,온라인,SKU00100,가방,백팩,KHAKI,FREE,1,169000,0,169000,169000,C21937,M,25,GOLD,카드,정상
2025-07-10,O103590,S103,29CM입점,온라인,온라인,SKU00028,상의,크롭 티,BROWN,S,1,39000,0,39000,39000,C21937,M,25,GOLD,카드,정상
2025-07-10,O103591,S007,수원AK점,경기,오프라인,SKU00036,상의,맨투맨,BROWN,XL,1,79000,0,79000,79000,C72204,F,25,일반,카드,정상
2025-07-10,O103592,S007,수원AK점,경기,오프라인,SKU00113,신발,스니커즈,BLACK,230,1,159000,10,143000,143000,C21328,F,25,일반,카드,정상
2025-07-10,O103592,S007,수원AK점,경기,오프라인,SKU00076,하의,조거 팬츠,IVORY,XL,1,89000,0,89000,89000,C21328,F,25,일반,카드,정상
2025-07-10,O103592,S007,수원AK점,경기,오프라인,SKU00041,아우터,트렌치코트,GREY,S,1,329000,0,329000,329000,C21328,F,25,일반,카드,정상
2025-07-10,O103592,S007,수원AK점,경기,오프라인,SKU00101,가방,백팩,GREY,FREE,1,169000,40,101000,101000,C21328,F,25,일반,카드,정상
2025-07-10,O103593,S104,SSF샵입점,온라인,온라인,SKU00077,하의,조거 팬츠,DENIM_BLUE,M,1,89000,20,71000,71000,C59290,F,40,VIP,카드,정상
2025-07-10,O103594,S002,명동점,서울,오프라인,SKU00053,아우터,가디건,NAVY,L,1,139000,0,139000,139000,C54345,F,25,SILVER,카드,정상
2025-07-10,O103595,S015,제주연동점,제주,오프라인,SKU00019,데님,데님 셔츠,BEIGE,L,1,89000,10,80000,80000,C26473,F,30,비회원,간편결제,정상
2025-07-10,O103595,S015,제주연동점,제주,오프라인,SKU00072,하의,치노 팬츠,WHITE,M,3,79000,0,79000,237000,C26473,F,30,비회원,간편결제,정상
2025-07-10,O103595,S015,제주연동점,제주,오프라인,SKU00037,상의,폴로셔츠,KHAKI,M,1,69000,0,69000,69000,C26473,F,30,비회원,간편결제,정상
2025-07-10,O103596,S012,대구동성로점,대구,오프라인,SKU00074,하의,치노 팬츠,BROWN,XL,1,79000,0,79000,79000,C65938,F,50,일반,간편결제,정상
2025-07-10,O103596,S012,대구동성로점,대구,오프라인,SKU00059,원피스,미니 원피스,BEIGE,L,1,129000,40,77000,77000,C65938,F,50,일반,간편결제,정상
2025-07-10,O103597,S103,29CM입점,온라인,온라인,SKU00057,아우터,바람막이,WHITE,XS,1,119000,0,119000,119000,C15243,F,25,비회원,상품권,정상
2025-07-10,O103597,S103,29CM입점,온라인,온라인,SKU00098,가방,토트백,BEIGE,FREE,1,229000,0,229000,229000,C15243,F,25,비회원,상품권,정상
2025-07-10,O103597,S103,29CM입점,온라인,온라인,SKU00145,액세서리,양말 세트,GREY,FREE,1,19000,0,19000,19000,C15243,F,25,비회원,상품권,정상
2025-07-10,O103598,S004,잠실롯데점,서울,오프라인,SKU00002,데님,청바지 슬림핏,BLACK,XS,1,89000,30,62000,62000,C93778,F,25,일반,현금,정상
2025-07-10,O103598,S004,잠실롯데점,서울,오프라인,SKU00055,아우터,가디건,KHAKI,L,1,139000,40,83000,83000,C93778,F,25,일반,현금,정상
2025-07-10,O103599,S017,파주아울렛,경기,아울렛,SKU00087,하의,롱 스커트,NAVY,XL,1,99000,40,59000,59000,C81835,F,30,비회원,카드,정상
2025-07-10,O103600,S017,파주아울렛,경기,아울렛,SKU00096,가방,토트백,WHITE,FREE,1,229000,40,137000,137000,C39413,M,25,SILVER,상품권,정상
2025-07-10,O103600,S017,파주아울렛,경기,아울렛,SKU00124,신발,샌들,IVORY,250,1,129000,50,64000,64000,C39413,M,25,SILVER,상품권,정상
2025-07-10,O103601,S006,분당현대점,경기,오프라인,SKU00099,가방,토트백,GREY,FREE,1,229000,40,137000,137000,C94931,F,35,SILVER,카드,정상
2025-07-10,O103601,S006,분당현대점,경기,오프라인,SKU00104,가방,미니백,WHITE,FREE,1,149000,20,119000,119000,C94931,F,35,SILVER,카드,정상
2025-07-10,O103602,S104,SSF샵입점,온라인,온라인,SKU00047,아우터,패딩,GREY,M,1,459000,40,275000,275000,C18091,M,30,VIP,상품권,정상
2025-07-10,O103603,S011,부산센텀시티,부산,오프라인,SKU00096,가방,토트백,WHITE,FREE,1,229000,40,137000,137000,C81215,M,50,비회원,현금,정상
2025-07-10,O103604,S102,무신사입점,온라인,온라인,SKU00019,데님,데님 셔츠,BEIGE,XL,1,89000,0,89000,89000,C99040,F,40,VIP,상품권,정상
2025-07-10,O103604,S102,무신사입점,온라인,온라인,SKU00044,아우터,트렌치코트,KHAKI,S,-1,329000,0,329000,-329000,C99040,F,40,VIP,상품권,반품
2025-07-10,O103604,S102,무신사입점,온라인,온라인,SKU00003,데님,청바지 슬림핏,GREY,S,1,89000,20,71000,71000,C99040,F,40,VIP,상품권,정상
2025-07-10,O103605,S012,대구동성로점,대구,오프라인,SKU00090,하의,반바지,IVORY,L,1,49000,0,49000,49000,C93968,M,25,일반,상품권,정상
2025-07-10,O103605,S012,대구동성로점,대구,오프라인,SKU00011,데님,데님 자켓,KHAKI,XL,1,159000,10,143000,143000,C93968,M,25,일반,상품권,정상
2025-07-10,O103605,S012,대구동성로점,대구,오프라인,SKU00006,데님,청바지 와이드,WHITE,XS,1,99000,40,59000,59000,C93968,M,25,일반,상품권,정상
2025-07-10,O103606,S004,잠실롯데점,서울,오프라인,SKU00015,데님,데님 스커트,BLACK,S,1,79000,0,79000,79000,C73227,F,35,SILVER,카드,정상
2025-07-10,O103606,S004,잠실롯데점,서울,오프라인,SKU00004,데님,청바지 슬림핏,RED,L,1,89000,30,62000,62000,C73227,F,35,SILVER,카드,정상
2025-07-10,O103607,S017,파주아울렛,경기,아울렛,SKU00020,데님,데님 셔츠,IVORY,S,2,89000,60,35000,70000,C44887,F,20,일반,상품권,정상
2025-07-10,O103607,S017,파주아울렛,경기,아울렛,SKU00125,신발,샌들,BLACK,230,1,129000,30,90000,90000,C44887,F,20,일반,상품권,정상
2025-07-10,O103607,S017,파주아울렛,경기,아울렛,SKU00106,가방,미니백,GREY,FREE,1,149000,50,74000,74000,C44887,F,20,일반,상품권,정상
